stage_number,rank,rider,bib,team,finish_time_s,gap_s,bonus_s,penalty_s,status
15,71,D. GEE,32,LIDL-TREK,17308,1519,0,0,OBSERVED_FACT
15,72,N. OLIVEIRA,146,MOVISTAR TEAM,17315,1526,0,0,OBSERVED_FACT
15,73,C. BRAZ AFONSO,183,GROUPAMA-FDJ UNITED,17315,1526,0,0,OBSERVED_FACT
15,74,M. MATTHEWS,115,TEAM JAYCO ALULA,17330,1541,0,0,OBSERVED_FACT
15,75,Q. HERMANS,174,PINARELLO-Q36.5 PRO CYCLING TEAM,17335,1546,0,0,OBSERVED_FACT
15,76,F. VERMEERSCH,6,UAE TEAM EMIRATES XRG,17335,1546,0,0,OBSERVED_FACT
15,77,J. OTRUBA,227,CAJA RURAL-SEGUROS RGA,17374,1585,0,0,OBSERVED_FACT
15,78,S. BERWICK,223,CAJA RURAL-SEGUROS RGA,17374,1585,0,0,OBSERVED_FACT
15,79,V. PARET PEINTRE,93,SOUDAL QUICK-STEP,17397,1608,0,0,OBSERVED_FACT
15,80,R. GREGOIRE,181,GROUPAMA-FDJ UNITED,17397,1608,0,0,OBSERVED_FACT
15,81,L. GERMANI,185,GROUPAMA-FDJ UNITED,17397,1608,0,0,OBSERVED_FACT
15,82,P. HAGENES,15,TEAM VISMA | LEASE A BIKE,17442,1653,0,0,OBSERVED_FACT
15,83,X. AZPARREN IRURZUN,172,PINARELLO-Q36.5 PRO CYCLING TEAM,17454,1665,0,0,OBSERVED_FACT
15,84,P. CASTRILLO,142,MOVISTAR TEAM,17454,1665,0,0,OBSERVED_FACT
15,85,D. VAN BAARLE,95,SOUDAL QUICK-STEP,17487,1698,0,0,OBSERVED_FACT
15,86,L. VERVAEKE,98,SOUDAL QUICK-STEP,17487,1698,0,0,OBSERVED_FACT
15,87,A. TURGIS,207,TOTALENERGIES,17500,1711,0,0,OBSERVED_FACT
15,88,R. STANNARD,76,BAHRAIN VICTORIOUS,17500,1711,0,0,OBSERVED_FACT
15,89,T. MARSMAN,104,ALPECIN-PREMIER TECH,17543,1754,0,0,OBSERVED_FACT
15,90,R. PLUIMERS,195,TUDOR PRO CYCLING TEAM,17543,1754,0,0,OBSERVED_FACT
15,91,M. VAN DER POEL,101,ALPECIN-PREMIER TECH,17543,1754,0,0,OBSERVED_FACT
15,92,J. STUYVEN,94,SOUDAL QUICK-STEP,17543,1754,0,0,OBSERVED_FACT
15,93,M. STORER,196,TUDOR PRO CYCLING TEAM,17543,1754,0,0,OBSERVED_FACT
15,94,A. SKAARSETH,126,UNO-X MOBILITY,17543,1754,0,0,OBSERVED_FACT
15,95,T. JOHANNESSEN,121,UNO-X MOBILITY,17543,1754,0,0,OBSERVED_FACT
15,96,L. SLOCK,155,LOTTO INTERMARCHE,17543,1754,0,0,OBSERVED_FACT
15,97,J. RICKAERT,107,ALPECIN-PREMIER TECH,17569,1780,0,0,OBSERVED_FACT
15,98,F. ENGELHARDT,114,TEAM JAYCO ALULA,17601,1812,0,0,OBSERVED_FACT
15,99,F. WRIGHT,178,PINARELLO-Q36.5 PRO CYCLING TEAM,17601,1812,0,0,OBSERVED_FACT
15,100,D. HOWSON,175,PINARELLO-Q36.5 PRO CYCLING TEAM,17601,1812,0,0,OBSERVED_FACT
15,101,G. BENNETT,133,NSN CYCLING TEAM,17601,1812,0,0,OBSERVED_FACT
15,102,L. DURBRIDGE,113,TEAM JAYCO ALULA,17601,1812,0,0,OBSERVED_FACT
15,103,S. DILLIER,103,ALPECIN-PREMIER TECH,17601,1812,0,0,OBSERVED_FACT
15,104,M. HEßMANN,145,MOVISTAR TEAM,17601,1812,0,0,OBSERVED_FACT
15,105,E. VERSTRYNGE,108,ALPECIN-PREMIER TECH,17601,1812,0,0,OBSERVED_FACT
15,106,A. ARANBURU,163,COFIDIS,17601,1812,0,0,OBSERVED_FACT
15,107,J. CEPEDA,143,MOVISTAR TEAM,17601,1812,0,0,OBSERVED_FACT
15,108,N. DENZ,23,RED BULL - BORA - HANSGROHE,17601,1812,0,0,OBSERVED_FACT
15,109,A. JOHANNESSEN,125,UNO-X MOBILITY,17601,1812,0,0,OBSERVED_FACT
15,110,M. HALLER,193,TUDOR PRO CYCLING TEAM,17605,1816,0,0,OBSERVED_FACT
15,111,J. ALAPHILIPPE,191,TUDOR PRO CYCLING TEAM,17605,1816,0,0,OBSERVED_FACT
15,112,N. MÄRKL,216,TEAM PICNIC POSTNL,17637,1848,0,0,OBSERVED_FACT
15,113,P. ACKERMANN,112,TEAM JAYCO ALULA,17666,1877,0,0,OBSERVED_FACT
15,114,G. ZIMMERMANN,158,LOTTO INTERMARCHE,17666,1877,0,0,OBSERVED_FACT
15,115,P. BITTNER,213,TEAM PICNIC POSTNL,17699,1910,0,0,OBSERVED_FACT
15,116,E. PLANCKAERT,106,ALPECIN-PREMIER TECH,17699,1910,0,0,OBSERVED_FACT
15,117,M. FRETIN,165,COFIDIS,17716,1927,0,0,OBSERVED_FACT
15,118,M. WALKER,48,EF EDUCATION - EASYPOST,17720,1931,0,0,OBSERVED_FACT
15,119,K. ASGREEN,42,EF EDUCATION - EASYPOST,17720,1931,0,0,OBSERVED_FACT
15,120,M. CORT NIELSEN,124,UNO-X MOBILITY,17740,1951,0,0,OBSERVED_FACT
15,121,J. BIERMANS,164,COFIDIS,17740,1951,0,0,OBSERVED_FACT
15,122,J. TARLING,87,NETCOMPANY INEOS CYCLING TEAM,17742,1953,0,0,OBSERVED_FACT
15,123,M. HIRSCHI,194,TUDOR PRO CYCLING TEAM,17773,1984,0,0,OBSERVED_FACT
15,124,M. TEUNISSEN,66,XDS ASTANA TEAM,17773,1984,0,0,OBSERVED_FACT
15,125,L. CRAPS,154,LOTTO INTERMARCHE,17786,1997,0,0,OBSERVED_FACT
15,126,V. VAN MECHELEN,78,BAHRAIN VICTORIOUS,17786,1997,0,0,OBSERVED_FACT
15,127,B. VEISTROFFER,157,LOTTO INTERMARCHE,17821,2032,0,0,OBSERVED_FACT
15,128,H. PAGE,167,COFIDIS,17821,2032,0,0,OBSERVED_FACT
15,129,D. GODON,85,NETCOMPANY INEOS CYCLING TEAM,17843,2054,0,0,OBSERVED_FACT
15,130,M. KWIATKOWSKI,86,NETCOMPANY INEOS CYCLING TEAM,17843,2054,0,0,OBSERVED_FACT
15,131,F. GANNA,84,NETCOMPANY INEOS CYCLING TEAM,17843,2054,0,0,OBSERVED_FACT
15,132,A. GATE,63,XDS ASTANA TEAM,17885,2096,0,0,OBSERVED_FACT
15,133,H. TEJADA,65,XDS ASTANA TEAM,17885,2096,0,0,OBSERVED_FACT
15,134,S. OLDANI,226,CAJA RURAL-SEGUROS RGA,17912,2123,0,0,OBSERVED_FACT
15,135,D. BALLERINI,62,XDS ASTANA TEAM,17912,2123,0,0,OBSERVED_FACT
15,136,E. AFFINI,12,TEAM VISMA | LEASE A BIKE,17912,2123,0,0,OBSERVED_FACT
15,137,M. KANTER,64,XDS ASTANA TEAM,17912,2123,0,0,OBSERVED_FACT
15,138,N. BREUILLARD,202,TOTALENERGIES,17916,2127,0,0,OBSERVED_FACT
15,139,A. KIRSCH,166,COFIDIS,17939,2150,0,0,OBSERVED_FACT
15,140,M. VACEK,37,LIDL-TREK,17939,2150,0,0,OBSERVED_FACT
15,141,M. PEDERSEN,33,LIDL-TREK,17939,2150,0,0,OBSERVED_FACT
15,142,T. SKUJINS,36,LIDL-TREK,17939,2150,0,0,OBSERVED_FACT
15,143,K. NEILANDS,136,NSN CYCLING TEAM,17939,2150,0,0,OBSERVED_FACT
15,144,K. GRADEK,74,BAHRAIN VICTORIOUS,17939,2150,0,0,OBSERVED_FACT
15,145,P. BAUHAUS,72,BAHRAIN VICTORIOUS,17939,2150,0,0,OBSERVED_FACT
15,146,P. ALLEGAERT,162,COFIDIS,17939,2150,0,0,OBSERVED_FACT
15,147,L. PLAPP,117,TEAM JAYCO ALULA,17939,2150,0,0,OBSERVED_FACT
15,148,O. KOOIJ,55,DECATHLON CMA CGM TEAM,17939,2150,0,0,OBSERVED_FACT
15,149,D. HOOLE,54,DECATHLON CMA CGM TEAM,17986,2197,0,0,OBSERVED_FACT
15,150,T. GUERNALEC,205,TOTALENERGIES,18002,2213,0,0,OBSERVED_FACT
15,151,M. LOUVEL,135,NSN CYCLING TEAM,18002,2213,0,0,OBSERVED_FACT
15,152,B. THOMAS,168,COFIDIS,18002,2213,0,0,OBSERVED_FACT
15,153,F. VAN DEN BROEK,218,TEAM PICNIC POSTNL,18013,2224,0,0,OBSERVED_FACT
15,154,R. DHONDT,215,TEAM PICNIC POSTNL,18032,2243,0,0,OBSERVED_FACT
15,155,J. DEGENKOLB,214,TEAM PICNIC POSTNL,18032,2243,0,0,OBSERVED_FACT
15,156,J. VAN DEN BERG,217,TEAM PICNIC POSTNL,18032,2243,0,0,OBSERVED_FACT
15,157,C. BOL,53,DECATHLON CMA CGM TEAM,18032,2243,0,0,OBSERVED_FACT
15,158,J. NICOLAU,225,CAJA RURAL-SEGUROS RGA,18032,2243,0,0,OBSERVED_FACT
15,159,J. PHILIPSEN,105,ALPECIN-PREMIER TECH,18032,2243,0,0,OBSERVED_FACT
15,160,H. ARTZ,152,LOTTO INTERMARCHE,18032,2243,0,0,OBSERVED_FACT
15,161,M. VERCHER,208,TOTALENERGIES,18032,2243,0,0,OBSERVED_FACT
15,162,J. STEWART,137,NSN CYCLING TEAM,18036,2247,0,0,OBSERVED_FACT
15,163,B. GIRMAY,131,NSN CYCLING TEAM,18036,2247,0,0,OBSERVED_FACT
15,164,L. ASKEY,132,NSN CYCLING TEAM,18085,2296,0,0,OBSERVED_FACT
15,165,P. EENKHOORN,92,SOUDAL QUICK-STEP,18106,2317,0,0,OBSERVED_FACT
15,166,S. WAERENSKJOLD,128,UNO-X MOBILITY,18109,2320,0,0,OBSERVED_FACT
16,1,R. EVENEPOEL,21,RED BULL - BORA - HANSGROHE,1939,0,0,0,OBSERVED_FACT
16,2,T. POGACAR,1,UAE TEAM EMIRATES XRG,1967,28,0,0,OBSERVED_FACT
16,3,M. SKJELMOSE,35,LIDL-TREK,2003,64,0,0,OBSERVED_FACT
16,4,P. SEIXAS,51,DECATHLON CMA CGM TEAM,2015,76,0,0,OBSERVED_FACT
16,5,I. DEL TORO,2,UAE TEAM EMIRATES XRG,2020,81,0,0,OBSERVED_FACT
16,6,M. CATTANEO,22,RED BULL - BORA - HANSGROHE,2041,102,0,0,OBSERVED_FACT
16,7,T. ARENSMAN,82,NETCOMPANY INEOS CYCLING TEAM,2046,107,0,0,OBSERVED_FACT
16,8,B. ARMIRAIL,13,TEAM VISMA | LEASE A BIKE,2054,115,0,0,OBSERVED_FACT
16,9,P. CASTRILLO,142,MOVISTAR TEAM,2059,120,0,0,OBSERVED_FACT
16,10,J. TARLING,87,NETCOMPANY INEOS CYCLING TEAM,2061,122,0,0,OBSERVED_FACT
16,11,F. GANNA,84,NETCOMPANY INEOS CYCLING TEAM,2065,126,0,0,OBSERVED_FACT
16,12,T. PIDCOCK,171,PINARELLO-Q36.5 PRO CYCLING TEAM,2066,127,0,0,OBSERVED_FACT
16,13,F. GROSSSCHARTNER,3,UAE TEAM EMIRATES XRG,2066,127,0,0,OBSERVED_FACT
16,14,M. JORGENSON,16,TEAM VISMA | LEASE A BIKE,2076,137,0,0,OBSERVED_FACT
16,15,J. AYUSO,31,LIDL-TREK,2081,142,0,0,OBSERVED_FACT
16,16,H. ARTZ,152,LOTTO INTERMARCHE,2089,150,0,0,OBSERVED_FACT
16,17,D. HOOLE,54,DECATHLON CMA CGM TEAM,2100,161,0,0,OBSERVED_FACT
16,18,T. GUERNALEC,205,TOTALENERGIES,2105,166,0,0,OBSERVED_FACT
16,19,E. COSTIOU,184,GROUPAMA-FDJ UNITED,2108,169,0,0,OBSERVED_FACT
16,20,L. MARTINEZ,71,BAHRAIN VICTORIOUS,2109,170,0,0,OBSERVED_FACT
16,21,A. PARET PEINTRE,56,DECATHLON CMA CGM TEAM,2116,177,0,0,OBSERVED_FACT
16,22,B. MCNULTY,4,UAE TEAM EMIRATES XRG,2120,181,0,0,OBSERVED_FACT
16,23,Y. VOISARD,198,TUDOR PRO CYCLING TEAM,2121,182,0,0,OBSERVED_FACT
16,24,M. SCHMID,118,TEAM JAYCO ALULA,2125,186,0,0,OBSERVED_FACT
16,25,D. PIGANZOLI,18,TEAM VISMA | LEASE A BIKE,2133,194,0,0,OBSERVED_FACT
16,26,I. VAN WILDER,97,SOUDAL QUICK-STEP,2140,201,0,0,OBSERVED_FACT
16,27,D. GEE,32,LIDL-TREK,2145,206,0,0,OBSERVED_FACT
16,28,J. OTRUBA,227,CAJA RURAL-SEGUROS RGA,2148,209,0,0,OBSERVED_FACT
16,29,N. OLIVEIRA,146,MOVISTAR TEAM,2150,211,0,0,OBSERVED_FACT
16,30,M. RICCITELLO,58,DECATHLON CMA CGM TEAM,2150,211,0,0,OBSERVED_FACT
16,31,A. BALDERSTONE,222,CAJA RURAL-SEGUROS RGA,2155,216,0,0,OBSERVED_FACT
16,32,X. AZPARREN IRURZUN,172,PINARELLO-Q36.5 PRO CYCLING TEAM,2156,217,0,0,OBSERVED_FACT
16,33,B. THOMAS,168,COFIDIS,2158,219,0,0,OBSERVED_FACT
16,34,M. VAN GILS,28,RED BULL - BORA - HANSGROHE,2163,224,0,0,OBSERVED_FACT
16,35,C. BRAZ AFONSO,183,GROUPAMA-FDJ UNITED,2167,228,0,0,OBSERVED_FACT
16,36,J. JEGAT,201,TOTALENERGIES,2171,232,0,0,OBSERVED_FACT
16,37,R. GARCIA,144,MOVISTAR TEAM,2174,235,0,0,OBSERVED_FACT
16,38,R. GREGOIRE,181,GROUPAMA-FDJ UNITED,2176,237,0,0,OBSERVED_FACT
16,39,S. QUINN,45,EF EDUCATION - EASYPOST,2178,239,0,0,OBSERVED_FACT
16,40,F. ENGELHARDT,114,TEAM JAYCO ALULA,2182,243,0,0,OBSERVED_FACT
16,41,R. CARAPAZ,41,EF EDUCATION - EASYPOST,2184,245,0,0,OBSERVED_FACT
16,42,T. FOSS,83,NETCOMPANY INEOS CYCLING TEAM,2185,246,0,0,OBSERVED_FACT
16,43,D. CARUSO,73,BAHRAIN VICTORIOUS,2186,247,0,0,OBSERVED_FACT
16,44,D. HOWSON,175,PINARELLO-Q36.5 PRO CYCLING TEAM,2190,251,0,0,OBSERVED_FACT
16,45,C. RUSSO,188,GROUPAMA-FDJ UNITED,2195,256,0,0,OBSERVED_FACT
16,46,M. KWIATKOWSKI,86,NETCOMPANY INEOS CYCLING TEAM,2197,258,0,0,OBSERVED_FACT
16,47,Q. SIMMONS,34,LIDL-TREK,2202,263,0,0,OBSERVED_FACT
16,48,S. VELASCO,67,XDS ASTANA TEAM,2207,268,0,0,OBSERVED_FACT
16,49,A. DELETTRE,204,TOTALENERGIES,2207,268,0,0,OBSERVED_FACT
16,50,E. BERNAL,81,NETCOMPANY INEOS CYCLING TEAM,2209,270,0,0,OBSERVED_FACT
16,51,Q. PACHER,187,GROUPAMA-FDJ UNITED,2210,271,0,0,OBSERVED_FACT
16,52,X. MEURISSE,176,PINARELLO-Q36.5 PRO CYCLING TEAM,2211,272,0,0,OBSERVED_FACT
16,53,D. VAN BAARLE,95,SOUDAL QUICK-STEP,2212,273,0,0,OBSERVED_FACT
16,54,T. WELLENS,7,UAE TEAM EMIRATES XRG,2213,274,0,0,OBSERVED_FACT
16,55,N. PRODHOMME,57,DECATHLON CMA CGM TEAM,2219,280,0,0,OBSERVED_FACT
16,56,G. MARTIN GUYONNET,186,GROUPAMA-FDJ UNITED,2219,280,0,0,OBSERVED_FACT
16,57,M. LE BERRE,206,TOTALENERGIES,2219,280,0,0,OBSERVED_FACT
16,58,B. O'CONNOR,111,TEAM JAYCO ALULA,2225,286,0,0,OBSERVED_FACT
16,59,M. VALGREN,47,EF EDUCATION - EASYPOST,2226,287,0,0,OBSERVED_FACT
16,60,N. POLITT,5,UAE TEAM EMIRATES XRG,2226,287,0,0,OBSERVED_FACT
16,61,J. NICOLAU,225,CAJA RURAL-SEGUROS RGA,2231,292,0,0,OBSERVED_FACT
16,62,A. TIBERI,77,BAHRAIN VICTORIOUS,2232,293,0,0,OBSERVED_FACT
16,63,N. BREUILLARD,202,TOTALENERGIES,2235,296,0,0,OBSERVED_FACT
16,64,V. PARET PEINTRE,93,SOUDAL QUICK-STEP,2243,304,0,0,OBSERVED_FACT
16,65,K. NEILANDS,136,NSN CYCLING TEAM,2244,305,0,0,OBSERVED_FACT
16,66,K. VAUQUELIN,88,NETCOMPANY INEOS CYCLING TEAM,2246,307,0,0,OBSERVED_FACT
16,67,J. ABRAHAMSEN,122,UNO-X MOBILITY,2248,309,0,0,OBSERVED_FACT
16,68,M. VACEK,37,LIDL-TREK,2250,311,0,0,OBSERVED_FACT
16,69,M. PEDERSEN,33,LIDL-TREK,2251,312,0,0,OBSERVED_FACT
16,70,J. HINDLEY,24,RED BULL - BORA - HANSGROHE,2252,313,0,0,OBSERVED_FACT
16,71,M. MATTHEWS,115,TEAM JAYCO ALULA,2252,313,0,0,OBSERVED_FACT
16,72,J. ALAPHILIPPE,191,TUDOR PRO CYCLING TEAM,2252,313,0,0,OBSERVED_FACT
16,73,R. PLUIMERS,195,TUDOR PRO CYCLING TEAM,2252,313,0,0,OBSERVED_FACT
16,74,A. BAUDIN,43,EF EDUCATION - EASYPOST,2253,314,0,0,OBSERVED_FACT
16,75,Q. HERMANS,174,PINARELLO-Q36.5 PRO CYCLING TEAM,2257,318,0,0,OBSERVED_FACT
16,76,J. PARRA,228,CAJA RURAL-SEGUROS RGA,2257,318,0,0,OBSERVED_FACT
16,77,M. FRIGO,134,NSN CYCLING TEAM,2260,321,0,0,OBSERVED_FACT
16,78,J. STUYVEN,94,SOUDAL QUICK-STEP,2260,321,0,0,OBSERVED_FACT
16,79,M. FRETIN,165,COFIDIS,2260,321,0,0,OBSERVED_FACT
16,80,G. ZIMMERMANN,158,LOTTO INTERMARCHE,2261,322,0,0,OBSERVED_FACT
16,81,N. VINOKUROV,68,XDS ASTANA TEAM,2264,325,0,0,OBSERVED_FACT
16,82,M. VERCHER,208,TOTALENERGIES,2264,325,0,0,OBSERVED_FACT
16,83,S. HIGUITA,61,XDS ASTANA TEAM,2265,326,0,0,OBSERVED_FACT
16,84,E. RUBIO,148,MOVISTAR TEAM,2268,329,0,0,OBSERVED_FACT
16,85,A. YATES,8,UAE TEAM EMIRATES XRG,2269,330,0,0,OBSERVED_FACT
16,86,L. PLAPP,117,TEAM JAYCO ALULA,2270,331,0,0,OBSERVED_FACT
16,87,D. GODON,85,NETCOMPANY INEOS CYCLING TEAM,2271,332,0,0,OBSERVED_FACT
16,88,T. BENOOT,52,DECATHLON CMA CGM TEAM,2272,333,0,0,OBSERVED_FACT
16,89,H. PAGE,167,COFIDIS,2275,336,0,0,OBSERVED_FACT
16,90,K. ASGREEN,42,EF EDUCATION - EASYPOST,2275,336,0,0,OBSERVED_FACT
16,91,A. KIRSCH,166,COFIDIS,2282,343,0,0,OBSERVED_FACT
16,92,J. DELBOVE,203,TOTALENERGIES,2282,343,0,0,OBSERVED_FACT
16,93,E. PLANCKAERT,106,ALPECIN-PREMIER TECH,2282,343,0,0,OBSERVED_FACT
16,94,J. RICKAERT,107,ALPECIN-PREMIER TECH,2285,346,0,0,OBSERVED_FACT
16,95,S. BERWICK,223,CAJA RURAL-SEGUROS RGA,2285,346,0,0,OBSERVED_FACT
16,96,M. VAN DER POEL,101,ALPECIN-PREMIER TECH,2286,347,0,0,OBSERVED_FACT
16,97,B. VAN MOER,177,PINARELLO-Q36.5 PRO CYCLING TEAM,2286,347,0,0,OBSERVED_FACT
16,98,T. JOHANNESSEN,121,UNO-X MOBILITY,2286,347,0,0,OBSERVED_FACT
16,99,I. IZAGIRRE,161,COFIDIS,2287,348,0,0,OBSERVED_FACT
16,100,E. AFFINI,12,TEAM VISMA | LEASE A BIKE,2287,348,0,0,OBSERVED_FACT
16,101,M. WALKER,48,EF EDUCATION - EASYPOST,2287,348,0,0,OBSERVED_FACT
16,102,N. DENZ,23,RED BULL - BORA - HANSGROHE,2289,350,0,0,OBSERVED_FACT
16,103,S. OLDANI,226,CAJA RURAL-SEGUROS RGA,2290,351,0,0,OBSERVED_FACT
16,104,M. STORER,196,TUDOR PRO CYCLING TEAM,2293,354,0,0,OBSERVED_FACT
16,105,A. ARANBURU,163,COFIDIS,2293,354,0,0,OBSERVED_FACT
16,106,P. ACKERMANN,112,TEAM JAYCO ALULA,2294,355,0,0,OBSERVED_FACT
16,107,F. WRIGHT,178,PINARELLO-Q36.5 PRO CYCLING TEAM,2295,356,0,0,OBSERVED_FACT
16,108,G. STEINHAUSER,46,EF EDUCATION - EASYPOST,2295,356,0,0,OBSERVED_FACT
16,109,R. STANNARD,76,BAHRAIN VICTORIOUS,2297,358,0,0,OBSERVED_FACT
16,110,A. GATE,63,XDS ASTANA TEAM,2299,360,0,0,OBSERVED_FACT
16,111,A. JOHANNESSEN,125,UNO-X MOBILITY,2299,360,0,0,OBSERVED_FACT
16,112,L. SLOCK,155,LOTTO INTERMARCHE,2300,361,0,0,OBSERVED_FACT
16,113,A. SKAARSETH,126,UNO-X MOBILITY,2302,363,0,0,OBSERVED_FACT
16,114,L. DURBRIDGE,113,TEAM JAYCO ALULA,2302,363,0,0,OBSERVED_FACT
16,115,T. MARSMAN,104,ALPECIN-PREMIER TECH,2303,364,0,0,OBSERVED_FACT
16,116,J. VAN DEN BERG,217,TEAM PICNIC POSTNL,2304,365,0,0,OBSERVED_FACT
16,117,J. TRATNIK,26,RED BULL - BORA - HANSGROHE,2305,366,0,0,OBSERVED_FACT
16,118,B. HEALY,44,EF EDUCATION - EASYPOST,2308,369,0,0,OBSERVED_FACT
16,119,T. SKUJINS,36,LIDL-TREK,2308,369,0,0,OBSERVED_FACT
16,120,M. HIRSCHI,194,TUDOR PRO CYCLING TEAM,2311,372,0,0,OBSERVED_FACT
16,121,F. VERMEERSCH,6,UAE TEAM EMIRATES XRG,2312,373,0,0,OBSERVED_FACT
16,122,W. BARGUIL,211,TEAM PICNIC POSTNL,2313,374,0,0,OBSERVED_FACT
16,123,V. VAN MECHELEN,78,BAHRAIN VICTORIOUS,2315,376,0,0,OBSERVED_FACT
16,124,C. VERONA,38,LIDL-TREK,2317,378,0,0,OBSERVED_FACT
16,125,S. KUSS,17,TEAM VISMA | LEASE A BIKE,2318,379,0,0,OBSERVED_FACT
16,126,M. HEßMANN,145,MOVISTAR TEAM,2319,380,0,0,OBSERVED_FACT
16,127,J. BIERMANS,164,COFIDIS,2319,380,0,0,OBSERVED_FACT
16,128,B. VEISTROFFER,157,LOTTO INTERMARCHE,2319,380,0,0,OBSERVED_FACT
16,129,L. GERMANI,185,GROUPAMA-FDJ UNITED,2322,383,0,0,OBSERVED_FACT
16,130,M. HALLER,193,TUDOR PRO CYCLING TEAM,2322,383,0,0,OBSERVED_FACT
16,131,A. TURGIS,207,TOTALENERGIES,2322,383,0,0,OBSERVED_FACT
16,132,E. VERSTRYNGE,108,ALPECIN-PREMIER TECH,2326,387,0,0,OBSERVED_FACT
16,133,J. STEWART,137,NSN CYCLING TEAM,2329,390,0,0,OBSERVED_FACT
16,134,D. BALLERINI,62,XDS ASTANA TEAM,2330,391,0,0,OBSERVED_FACT
16,135,L. ASKEY,132,NSN CYCLING TEAM,2330,391,0,0,OBSERVED_FACT
16,136,C. BOL,53,DECATHLON CMA CGM TEAM,2331,392,0,0,OBSERVED_FACT
16,137,P. BAUHAUS,72,BAHRAIN VICTORIOUS,2332,393,0,0,OBSERVED_FACT
16,138,R. DHONDT,215,TEAM PICNIC POSTNL,2332,393,0,0,OBSERVED_FACT
16,139,O. KOOIJ,55,DECATHLON CMA CGM TEAM,2333,394,0,0,OBSERVED_FACT
16,140,M. CORT NIELSEN,124,UNO-X MOBILITY,2334,395,0,0,OBSERVED_FACT
16,141,V. CAMPENAERTS,14,TEAM VISMA | LEASE A BIKE,2337,398,0,0,OBSERVED_FACT
16,142,K. GRADEK,74,BAHRAIN VICTORIOUS,2337,398,0,0,OBSERVED_FACT
16,143,J. ROMO,147,MOVISTAR TEAM,2338,399,0,0,OBSERVED_FACT
16,144,M. TEUNISSEN,66,XDS ASTANA TEAM,2338,399,0,0,OBSERVED_FACT
16,145,L. VERVAEKE,98,SOUDAL QUICK-STEP,2339,400,0,0,OBSERVED_FACT
16,146,M. MOHORIC,75,BAHRAIN VICTORIOUS,2339,400,0,0,OBSERVED_FACT
16,147,J. DEGENKOLB,214,TEAM PICNIC POSTNL,2344,405,0,0,OBSERVED_FACT
16,148,M. KANTER,64,XDS ASTANA TEAM,2345,406,0,0,OBSERVED_FACT
16,149,M. LOUVEL,135,NSN CYCLING TEAM,2345,406,0,0,OBSERVED_FACT
16,150,L. VAN EETVELT,156,LOTTO INTERMARCHE,2346,407,0,0,OBSERVED_FACT
16,151,P. HAGENES,15,TEAM VISMA | LEASE A BIKE,2348,409,0,0,OBSERVED_FACT
16,152,F. VAN DEN BROEK,218,TEAM PICNIC POSTNL,2351,412,0,0,OBSERVED_FACT
16,153,J. PHILIPSEN,105,ALPECIN-PREMIER TECH,2353,414,0,0,OBSERVED_FACT
16,154,G. BENNETT,133,NSN CYCLING TEAM,2354,415,0,0,OBSERVED_FACT
16,155,S. DILLIER,103,ALPECIN-PREMIER TECH,2356,417,0,0,OBSERVED_FACT
16,156,S. WAERENSKJOLD,128,UNO-X MOBILITY,2356,417,0,0,OBSERVED_FACT
16,157,T. VAN DIJKE,27,RED BULL - BORA - HANSGROHE,2356,417,0,0,OBSERVED_FACT
16,158,N. MÄRKL,216,TEAM PICNIC POSTNL,2357,418,0,0,OBSERVED_FACT
16,159,H. TEJADA,65,XDS ASTANA TEAM,2362,423,0,0,OBSERVED_FACT
16,160,P. BITTNER,213,TEAM PICNIC POSTNL,2363,424,0,0,OBSERVED_FACT
16,161,J. CEPEDA,143,MOVISTAR TEAM,2376,437,0,0,OBSERVED_FACT
16,162,B. GIRMAY,131,NSN CYCLING TEAM,2385,446,0,0,OBSERVED_FACT
16,163,P. ALLEGAERT,162,COFIDIS,2391,452,0,0,OBSERVED_FACT
16,164,P. EENKHOORN,92,SOUDAL QUICK-STEP,2399,460,0,0,OBSERVED_FACT
17,1,J. PHILIPSEN,105,ALPECIN-PREMIER TECH,13273,0,10,0,OBSERVED_FACT
17,2,M. SCHMID,118,TEAM JAYCO ALULA,13273,0,6,0,OBSERVED_FACT
17,3,O. KOOIJ,55,DECATHLON CMA CGM TEAM,13273,0,4,0,OBSERVED_FACT
17,4,L. ASKEY,132,NSN CYCLING TEAM,13273,0,0,0,OBSERVED_FACT
17,5,R. PLUIMERS,195,TUDOR PRO CYCLING TEAM,13273,0,0,0,OBSERVED_FACT
17,6,C. RUSSO,188,GROUPAMA-FDJ UNITED,13273,0,0,0,OBSERVED_FACT
17,7,H. ARTZ,152,LOTTO INTERMARCHE,13273,0,0,0,OBSERVED_FACT
17,8,M. PEDERSEN,33,LIDL-TREK,13273,0,0,0,OBSERVED_FACT
17,9,M. MATTHEWS,115,TEAM JAYCO ALULA,13273,0,0,0,OBSERVED_FACT
17,10,A. GATE,63,XDS ASTANA TEAM,13273,0,0,0,OBSERVED_FACT
17,11,M. VAN DER POEL,101,ALPECIN-PREMIER TECH,13273,0,0,0,OBSERVED_FACT
17,12,H. PAGE,167,COFIDIS,13273,0,0,0,OBSERVED_FACT
17,13,M. MOHORIC,75,BAHRAIN VICTORIOUS,13273,0,0,0,OBSERVED_FACT
17,14,J. JEGAT,201,TOTALENERGIES,13273,0,0,0,OBSERVED_FACT
17,15,A. BALDERSTONE,222,CAJA RURAL-SEGUROS RGA,13273,0,0,0,OBSERVED_FACT
