stage_number,rank,rider,bib,team,finish_time_s,gap_s,bonus_s,penalty_s,status
2,84,B. THOMAS,168,COFIDIS,13867,666,0,0,OBSERVED_FACT
2,85,J. TARLING,87,NETCOMPANY INEOS CYCLING TEAM,13867,666,0,0,OBSERVED_FACT
2,86,M. KWIATKOWSKI,86,NETCOMPANY INEOS CYCLING TEAM,13867,666,0,0,OBSERVED_FACT
2,87,M. TEUNISSEN,66,XDS ASTANA TEAM,13867,666,0,0,OBSERVED_FACT
2,88,L. DURBRIDGE,113,TEAM JAYCO ALULA,13867,666,0,0,OBSERVED_FACT
2,89,D. VAN BAARLE,95,SOUDAL QUICK-STEP,13867,666,0,0,OBSERVED_FACT
2,90,R. GARCIA,144,MOVISTAR TEAM,13867,666,0,0,OBSERVED_FACT
2,91,J. ALAPHILIPPE,191,TUDOR PRO CYCLING TEAM,13867,666,0,0,OBSERVED_FACT
2,92,M. MATTHEWS,115,TEAM JAYCO ALULA,13918,717,0,0,OBSERVED_FACT
2,93,V. PARET PEINTRE,93,SOUDAL QUICK-STEP,13929,728,0,0,OBSERVED_FACT
2,94,C. RUSSO,188,GROUPAMA-FDJ UNITED,13929,728,0,0,OBSERVED_FACT
2,95,N. MÄRKL,216,TEAM PICNIC POSTNL,13929,728,0,0,OBSERVED_FACT
2,96,A. PARET PEINTRE,56,DECATHLON CMA CGM TEAM,13929,728,0,0,OBSERVED_FACT
2,97,A. GATE,63,XDS ASTANA TEAM,13929,728,0,0,OBSERVED_FACT
2,98,V. CAMPENAERTS,14,TEAM VISMA | LEASE A BIKE,13929,728,0,0,OBSERVED_FACT
2,99,T. WELLENS,7,UAE TEAM EMIRATES XRG,13929,728,0,0,OBSERVED_FACT
2,100,F. GROSSSCHARTNER,3,UAE TEAM EMIRATES XRG,13929,728,0,0,OBSERVED_FACT
2,101,M. LE BERRE,206,TOTALENERGIES,13929,728,0,0,OBSERVED_FACT
2,102,C. VERONA,38,LIDL-TREK,13929,728,0,0,OBSERVED_FACT
2,103,J. RICKAERT,107,ALPECIN-PREMIER TECH,13929,728,0,0,OBSERVED_FACT
2,104,K. ASGREEN,42,EF EDUCATION - EASYPOST,13929,728,0,0,OBSERVED_FACT
2,105,M. WALKER,48,EF EDUCATION - EASYPOST,13937,736,0,0,OBSERVED_FACT
2,106,M. VALGREN,47,EF EDUCATION - EASYPOST,13937,736,0,0,OBSERVED_FACT
2,107,B. HEALY,44,EF EDUCATION - EASYPOST,13937,736,0,0,OBSERVED_FACT
2,108,M. HEßMANN,145,MOVISTAR TEAM,13937,736,0,0,OBSERVED_FACT
2,109,J. BERCKMOES,153,LOTTO INTERMARCHE,13937,736,0,0,OBSERVED_FACT
2,110,L. ASKEY,132,NSN CYCLING TEAM,13951,750,0,0,OBSERVED_FACT
2,111,E. PLANCKAERT,106,ALPECIN-PREMIER TECH,13968,767,0,0,OBSERVED_FACT
2,112,F. ENGELHARDT,114,TEAM JAYCO ALULA,14014,813,0,0,OBSERVED_FACT
2,113,N. POLITT,5,UAE TEAM EMIRATES XRG,14014,813,0,0,OBSERVED_FACT
2,114,J. ABRAHAMSEN,122,UNO-X MOBILITY,14014,813,0,0,OBSERVED_FACT
2,115,T. VAN ASBROECK,138,NSN CYCLING TEAM,14014,813,0,0,OBSERVED_FACT
2,116,S. DILLIER,103,ALPECIN-PREMIER TECH,14014,813,0,0,OBSERVED_FACT
2,117,N. VINOKUROV,68,XDS ASTANA TEAM,14014,813,0,0,OBSERVED_FACT
2,118,H. PAGE,167,COFIDIS,14014,813,0,0,OBSERVED_FACT
2,119,E. RUBIO,148,MOVISTAR TEAM,14014,813,0,0,OBSERVED_FACT
2,120,N. DENZ,23,RED BULL - BORA - HANSGROHE,14014,813,0,0,OBSERVED_FACT
2,121,D. GODON,85,NETCOMPANY INEOS CYCLING TEAM,14014,813,0,0,OBSERVED_FACT
2,122,W. BARGUIL,211,TEAM PICNIC POSTNL,14014,813,0,0,OBSERVED_FACT
2,123,J. DEGENKOLB,214,TEAM PICNIC POSTNL,14014,813,0,0,OBSERVED_FACT
2,124,X. AZPARREN IRURZUN,172,PINARELLO-Q36.5 PRO CYCLING TEAM,14014,813,0,0,OBSERVED_FACT
2,125,D. HOWSON,175,PINARELLO-Q36.5 PRO CYCLING TEAM,14014,813,0,0,OBSERVED_FACT
2,126,J. CEPEDA,143,MOVISTAR TEAM,14014,813,0,0,OBSERVED_FACT
2,127,P. CASTRILLO,142,MOVISTAR TEAM,14014,813,0,0,OBSERVED_FACT
2,128,T. MARSMAN,104,ALPECIN-PREMIER TECH,14014,813,0,0,OBSERVED_FACT
2,129,A. CHARMIG,123,UNO-X MOBILITY,14014,813,0,0,OBSERVED_FACT
2,130,A. TURGIS,207,TOTALENERGIES,14014,813,0,0,OBSERVED_FACT
2,131,M. LOUVEL,135,NSN CYCLING TEAM,14014,813,0,0,OBSERVED_FACT
2,132,J. PHILIPSEN,105,ALPECIN-PREMIER TECH,14014,813,0,0,OBSERVED_FACT
2,133,J. STUYVEN,94,SOUDAL QUICK-STEP,14014,813,0,0,OBSERVED_FACT
2,134,B. VAN MOER,177,PINARELLO-Q36.5 PRO CYCLING TEAM,14014,813,0,0,OBSERVED_FACT
2,135,F. VERMEERSCH,6,UAE TEAM EMIRATES XRG,14014,813,0,0,OBSERVED_FACT
2,136,T. VAN DIJKE,27,RED BULL - BORA - HANSGROHE,14014,813,0,0,OBSERVED_FACT
2,137,F. BIESTERBOS,212,TEAM PICNIC POSTNL,14014,813,0,0,OBSERVED_FACT
2,138,M. STORER,196,TUDOR PRO CYCLING TEAM,14014,813,0,0,OBSERVED_FACT
2,139,P. BITTNER,213,TEAM PICNIC POSTNL,14014,813,0,0,OBSERVED_FACT
2,140,S. OLDANI,226,CAJA RURAL-SEGUROS RGA,14014,813,0,0,OBSERVED_FACT
2,141,F. GAVIRIA,221,CAJA RURAL-SEGUROS RGA,14014,813,0,0,OBSERVED_FACT
2,142,M. KANTER,64,XDS ASTANA TEAM,14014,813,0,0,OBSERVED_FACT
2,143,J. BIERMANS,164,COFIDIS,14014,813,0,0,OBSERVED_FACT
2,144,J. OTRUBA,227,CAJA RURAL-SEGUROS RGA,14014,813,0,0,OBSERVED_FACT
2,145,T. SKUJINS,36,LIDL-TREK,14014,813,0,0,OBSERVED_FACT
2,146,K. NEILANDS,136,NSN CYCLING TEAM,14014,813,0,0,OBSERVED_FACT
2,147,T. MERLIER,91,SOUDAL QUICK-STEP,14014,813,0,0,OBSERVED_FACT
2,148,D. HOOLE,54,DECATHLON CMA CGM TEAM,14014,813,0,0,OBSERVED_FACT
2,149,M. FRETIN,165,COFIDIS,14027,826,0,0,OBSERVED_FACT
2,150,M. CORT NIELSEN,124,UNO-X MOBILITY,14033,832,0,0,OBSERVED_FACT
2,151,M. MOHORIC,75,BAHRAIN VICTORIOUS,14037,836,0,0,OBSERVED_FACT
2,152,J. TRATNIK,26,RED BULL - BORA - HANSGROHE,14037,836,0,0,OBSERVED_FACT
2,153,Q. SIMMONS,34,LIDL-TREK,14037,836,0,0,OBSERVED_FACT
2,154,A. KIRSCH,166,COFIDIS,14037,836,0,0,OBSERVED_FACT
2,155,J. STEWART,137,NSN CYCLING TEAM,14037,836,0,0,OBSERVED_FACT
2,156,M. PEDERSEN,33,LIDL-TREK,14037,836,0,0,OBSERVED_FACT
2,157,B. GIRMAY,131,NSN CYCLING TEAM,14037,836,0,0,OBSERVED_FACT
2,158,A. DE KLEIJN,192,TUDOR PRO CYCLING TEAM,14037,836,0,0,OBSERVED_FACT
2,159,P. BAUHAUS,72,BAHRAIN VICTORIOUS,14037,836,0,0,OBSERVED_FACT
2,160,J. VAN DEN BERG,217,TEAM PICNIC POSTNL,14037,836,0,0,OBSERVED_FACT
2,161,F. VAN DEN BROEK,218,TEAM PICNIC POSTNL,14037,836,0,0,OBSERVED_FACT
2,162,P. ACKERMANN,112,TEAM JAYCO ALULA,14037,836,0,0,OBSERVED_FACT
2,163,K. GRADEK,74,BAHRAIN VICTORIOUS,14037,836,0,0,OBSERVED_FACT
2,164,S. VELASCO,67,XDS ASTANA TEAM,14037,836,0,0,OBSERVED_FACT
2,165,A. MOLENAAR,224,CAJA RURAL-SEGUROS RGA,14037,836,0,0,OBSERVED_FACT
2,166,P. ALLEGAERT,162,COFIDIS,14037,836,0,0,OBSERVED_FACT
2,167,V. VAN MECHELEN,78,BAHRAIN VICTORIOUS,14061,860,0,0,OBSERVED_FACT
2,168,F. WRIGHT,178,PINARELLO-Q36.5 PRO CYCLING TEAM,14061,860,0,0,OBSERVED_FACT
2,169,F. GANNA,84,NETCOMPANY INEOS CYCLING TEAM,14084,883,0,0,OBSERVED_FACT
2,170,B. VAN LERBERGHE,96,SOUDAL QUICK-STEP,14092,891,0,0,OBSERVED_FACT
2,171,P. HAGENES,15,TEAM VISMA | LEASE A BIKE,14103,902,0,0,OBSERVED_FACT
2,172,S. WAERENSKJOLD,128,UNO-X MOBILITY,14107,906,0,0,OBSERVED_FACT
2,173,M. TRENTIN,197,TUDOR PRO CYCLING TEAM,14130,929,0,0,OBSERVED_FACT
2,174,H. ARTZ,152,LOTTO INTERMARCHE,14130,929,0,0,OBSERVED_FACT
2,175,D. BALLERINI,62,XDS ASTANA TEAM,14145,944,0,0,OBSERVED_FACT
2,176,M. HALLER,193,TUDOR PRO CYCLING TEAM,14169,968,0,0,OBSERVED_FACT
2,177,L. SLOCK,155,LOTTO INTERMARCHE,14194,993,0,0,OBSERVED_FACT
2,178,E. AFFINI,12,TEAM VISMA | LEASE A BIKE,14208,1007,0,0,OBSERVED_FACT
2,179,K. O’BRIEN,116,TEAM JAYCO ALULA,14270,1069,0,0,OBSERVED_FACT
2,180,O. KOOIJ,55,DECATHLON CMA CGM TEAM,14289,1088,0,0,OBSERVED_FACT
2,181,C. BOL,53,DECATHLON CMA CGM TEAM,14289,1088,0,0,OBSERVED_FACT
2,182,B. VEISTROFFER,157,LOTTO INTERMARCHE,14306,1105,0,0,OBSERVED_FACT
2,183,A. DE LIE,151,LOTTO INTERMARCHE,14306,1105,0,0,OBSERVED_FACT
3,1,T. POGACAR,1,UAE TEAM EMIRATES XRG,17111,0,10,0,OBSERVED_FACT
3,2,J. VINGEGAARD,11,TEAM VISMA | LEASE A BIKE,17113,2,6,0,OBSERVED_FACT
3,3,R. CARAPAZ,41,EF EDUCATION - EASYPOST,17113,2,4,0,OBSERVED_FACT
3,4,P. SEIXAS,51,DECATHLON CMA CGM TEAM,17113,2,0,0,OBSERVED_FACT
3,5,T. JOHANNESSEN,121,UNO-X MOBILITY,17115,4,0,0,OBSERVED_FACT
3,6,L. VAN EETVELT,156,LOTTO INTERMARCHE,17115,4,0,0,OBSERVED_FACT
3,7,F. LIPOWITZ,25,RED BULL - BORA - HANSGROHE,17115,4,0,0,OBSERVED_FACT
3,8,R. EVENEPOEL,21,RED BULL - BORA - HANSGROHE,17115,4,0,0,OBSERVED_FACT
3,9,I. DEL TORO,2,UAE TEAM EMIRATES XRG,17115,4,0,0,OBSERVED_FACT
3,10,J. AYUSO,31,LIDL-TREK,17115,4,0,0,OBSERVED_FACT
3,11,M. SKJELMOSE,35,LIDL-TREK,17121,10,0,0,OBSERVED_FACT
3,12,I. VAN WILDER,97,SOUDAL QUICK-STEP,17123,12,0,0,OBSERVED_FACT
3,13,L. MARTINEZ,71,BAHRAIN VICTORIOUS,17123,12,0,0,OBSERVED_FACT
3,14,J. JEGAT,201,TOTALENERGIES,17123,12,0,0,OBSERVED_FACT
3,15,S. HIGUITA,61,XDS ASTANA TEAM,17129,18,0,0,OBSERVED_FACT
3,16,T. PIDCOCK,171,PINARELLO-Q36.5 PRO CYCLING TEAM,17129,18,0,0,OBSERVED_FACT
3,17,E. BERNAL,81,NETCOMPANY INEOS CYCLING TEAM,17129,18,0,0,OBSERVED_FACT
3,18,T. BENOOT,52,DECATHLON CMA CGM TEAM,17138,27,0,0,OBSERVED_FACT
3,19,T. ARENSMAN,82,NETCOMPANY INEOS CYCLING TEAM,17138,27,0,0,OBSERVED_FACT
3,20,D. PIGANZOLI,18,TEAM VISMA | LEASE A BIKE,17144,33,0,0,OBSERVED_FACT
3,21,A. TIBERI,77,BAHRAIN VICTORIOUS,17153,42,0,0,OBSERVED_FACT
3,22,R. DEBRUYNE,102,ALPECIN-PREMIER TECH,17159,48,0,0,OBSERVED_FACT
3,23,A. YATES,8,UAE TEAM EMIRATES XRG,17161,50,0,0,OBSERVED_FACT
3,24,S. KUSS,17,TEAM VISMA | LEASE A BIKE,17161,50,0,0,OBSERVED_FACT
3,25,H. TEJADA,65,XDS ASTANA TEAM,17168,57,0,0,OBSERVED_FACT
3,26,P. CASTRILLO,142,MOVISTAR TEAM,17171,60,0,0,OBSERVED_FACT
3,27,C. UIJTDEBROEKS,141,MOVISTAR TEAM,17171,60,0,0,OBSERVED_FACT
3,28,G. MARTIN GUYONNET,186,GROUPAMA-FDJ UNITED,17177,66,0,0,OBSERVED_FACT
3,29,Y. VOISARD,198,TUDOR PRO CYCLING TEAM,17193,82,0,0,OBSERVED_FACT
3,30,T. TRÆEN,127,UNO-X MOBILITY,17209,98,0,0,OBSERVED_FACT
3,31,J. HINDLEY,24,RED BULL - BORA - HANSGROHE,17209,98,0,0,OBSERVED_FACT
3,32,S. QUINN,45,EF EDUCATION - EASYPOST,17214,103,0,0,OBSERVED_FACT
3,33,J. PARRA,228,CAJA RURAL-SEGUROS RGA,17216,105,0,0,OBSERVED_FACT
3,34,A. PARET PEINTRE,56,DECATHLON CMA CGM TEAM,17245,134,0,0,OBSERVED_FACT
3,35,B. MCNULTY,4,UAE TEAM EMIRATES XRG,17254,143,0,0,OBSERVED_FACT
3,36,M. VAN GILS,28,RED BULL - BORA - HANSGROHE,17264,153,0,0,OBSERVED_FACT
3,37,N. PRODHOMME,57,DECATHLON CMA CGM TEAM,17264,153,0,0,OBSERVED_FACT
3,38,M. VACEK,37,LIDL-TREK,17269,158,0,0,OBSERVED_FACT
3,39,C. HARPER,173,PINARELLO-Q36.5 PRO CYCLING TEAM,17272,161,0,0,OBSERVED_FACT
3,40,M. JORGENSON,16,TEAM VISMA | LEASE A BIKE,17273,162,0,0,OBSERVED_FACT
3,41,Q. SIMMONS,34,LIDL-TREK,17280,169,0,0,OBSERVED_FACT
3,42,V. PARET PEINTRE,93,SOUDAL QUICK-STEP,17291,180,0,0,OBSERVED_FACT
3,43,N. BREUILLARD,202,TOTALENERGIES,17304,193,0,0,OBSERVED_FACT
3,44,C. VERONA,38,LIDL-TREK,17318,207,0,0,OBSERVED_FACT
3,45,A. SKAARSETH,126,UNO-X MOBILITY,17318,207,0,0,OBSERVED_FACT
3,46,G. BENNETT,133,NSN CYCLING TEAM,17353,242,0,0,OBSERVED_FACT
3,47,A. BAUDIN,43,EF EDUCATION - EASYPOST,17359,248,0,0,OBSERVED_FACT
3,48,R. GARCIA,144,MOVISTAR TEAM,17367,256,0,0,OBSERVED_FACT
3,49,F. GROSSSCHARTNER,3,UAE TEAM EMIRATES XRG,17413,302,0,0,OBSERVED_FACT
3,50,M. VERCHER,208,TOTALENERGIES,17567,456,0,0,OBSERVED_FACT
3,51,K. ASGREEN,42,EF EDUCATION - EASYPOST,17926,815,0,0,OBSERVED_FACT
3,52,N. OLIVEIRA,146,MOVISTAR TEAM,17926,815,0,0,OBSERVED_FACT
3,53,A. BALDERSTONE,222,CAJA RURAL-SEGUROS RGA,17926,815,0,0,OBSERVED_FACT
3,54,E. RUBIO,148,MOVISTAR TEAM,17926,815,0,0,OBSERVED_FACT
3,55,I. IZAGIRRE,161,COFIDIS,17926,815,0,0,OBSERVED_FACT
3,56,M. HIRSCHI,194,TUDOR PRO CYCLING TEAM,17926,815,0,0,OBSERVED_FACT
3,57,K. VAUQUELIN,88,NETCOMPANY INEOS CYCLING TEAM,17926,815,0,0,OBSERVED_FACT
3,58,M. STORER,196,TUDOR PRO CYCLING TEAM,17926,815,0,0,OBSERVED_FACT
3,59,L. GERMANI,185,GROUPAMA-FDJ UNITED,17926,815,0,0,OBSERVED_FACT
3,60,M. CATTANEO,22,RED BULL - BORA - HANSGROHE,17926,815,0,0,OBSERVED_FACT
3,61,D. CARUSO,73,BAHRAIN VICTORIOUS,17926,815,0,0,OBSERVED_FACT
3,62,V. CAMPENAERTS,14,TEAM VISMA | LEASE A BIKE,17926,815,0,0,OBSERVED_FACT
3,63,Q. HERMANS,174,PINARELLO-Q36.5 PRO CYCLING TEAM,17926,815,0,0,OBSERVED_FACT
3,64,X. MEURISSE,176,PINARELLO-Q36.5 PRO CYCLING TEAM,17926,815,0,0,OBSERVED_FACT
3,65,T. SKUJINS,36,LIDL-TREK,17926,815,0,0,OBSERVED_FACT
3,66,C. BRAZ AFONSO,183,GROUPAMA-FDJ UNITED,17926,815,0,0,OBSERVED_FACT
3,67,D. GEE,32,LIDL-TREK,17926,815,0,0,OBSERVED_FACT
3,68,V. VAN MECHELEN,78,BAHRAIN VICTORIOUS,17945,834,0,0,OBSERVED_FACT
3,69,S. VELASCO,67,XDS ASTANA TEAM,18089,978,0,0,OBSERVED_FACT
3,70,M. CORT NIELSEN,124,UNO-X MOBILITY,18169,1058,0,0,OBSERVED_FACT
3,71,N. POLITT,5,UAE TEAM EMIRATES XRG,18303,1192,0,0,OBSERVED_FACT
3,72,M. MATTHEWS,115,TEAM JAYCO ALULA,18308,1197,0,0,OBSERVED_FACT
3,73,J. ABRAHAMSEN,122,UNO-X MOBILITY,18308,1197,0,0,OBSERVED_FACT
3,74,T. WELLENS,7,UAE TEAM EMIRATES XRG,18329,1218,0,0,OBSERVED_FACT
3,75,R. GREGOIRE,181,GROUPAMA-FDJ UNITED,18329,1218,0,0,OBSERVED_FACT
3,76,P. EENKHOORN,92,SOUDAL QUICK-STEP,18329,1218,0,0,OBSERVED_FACT
3,77,J. CEPEDA,143,MOVISTAR TEAM,18329,1218,0,0,OBSERVED_FACT
3,78,J. ROMO,147,MOVISTAR TEAM,18329,1218,0,0,OBSERVED_FACT
3,79,M. LE BERRE,206,TOTALENERGIES,18329,1218,0,0,OBSERVED_FACT
3,80,G. ZIMMERMANN,158,LOTTO INTERMARCHE,18329,1218,0,0,OBSERVED_FACT
3,81,B. O'CONNOR,111,TEAM JAYCO ALULA,18333,1222,0,0,OBSERVED_FACT
3,82,S. OLDANI,226,CAJA RURAL-SEGUROS RGA,18343,1232,0,0,OBSERVED_FACT
3,83,S. BERWICK,223,CAJA RURAL-SEGUROS RGA,18343,1232,0,0,OBSERVED_FACT
3,84,J. OTRUBA,227,CAJA RURAL-SEGUROS RGA,18343,1232,0,0,OBSERVED_FACT
3,85,A. DELETTRE,204,TOTALENERGIES,18352,1241,0,0,OBSERVED_FACT
3,86,J. DELBOVE,203,TOTALENERGIES,18352,1241,0,0,OBSERVED_FACT
3,87,D. VAN BAARLE,95,SOUDAL QUICK-STEP,18352,1241,0,0,OBSERVED_FACT
3,88,J. STUYVEN,94,SOUDAL QUICK-STEP,18362,1251,0,0,OBSERVED_FACT
3,89,B. HEALY,44,EF EDUCATION - EASYPOST,18371,1260,0,0,OBSERVED_FACT
3,90,M. SCHMID,118,TEAM JAYCO ALULA,18399,1288,0,0,OBSERVED_FACT
3,91,S. DILLIER,103,ALPECIN-PREMIER TECH,18490,1379,0,0,OBSERVED_FACT
3,92,F. ENGELHARDT,114,TEAM JAYCO ALULA,18490,1379,0,0,OBSERVED_FACT
3,93,M. TEUNISSEN,66,XDS ASTANA TEAM,18490,1379,0,0,OBSERVED_FACT
3,94,C. RUSSO,188,GROUPAMA-FDJ UNITED,18490,1379,0,0,OBSERVED_FACT
3,95,Q. PACHER,187,GROUPAMA-FDJ UNITED,18490,1379,0,0,OBSERVED_FACT
3,96,R. PLUIMERS,195,TUDOR PRO CYCLING TEAM,18490,1379,0,0,OBSERVED_FACT
3,97,J. BERCKMOES,153,LOTTO INTERMARCHE,18490,1379,0,0,OBSERVED_FACT
3,98,A. CHARMIG,123,UNO-X MOBILITY,18490,1379,0,0,OBSERVED_FACT
3,99,D. HOWSON,175,PINARELLO-Q36.5 PRO CYCLING TEAM,18490,1379,0,0,OBSERVED_FACT
3,100,R. STANNARD,76,BAHRAIN VICTORIOUS,18490,1379,0,0,OBSERVED_FACT
3,101,A. GATE,63,XDS ASTANA TEAM,18490,1379,0,0,OBSERVED_FACT
3,102,L. DURBRIDGE,113,TEAM JAYCO ALULA,18490,1379,0,0,OBSERVED_FACT
3,103,L. VERVAEKE,98,SOUDAL QUICK-STEP,18490,1379,0,0,OBSERVED_FACT
3,104,E. VERSTRYNGE,108,ALPECIN-PREMIER TECH,18490,1379,0,0,OBSERVED_FACT
3,105,N. DENZ,23,RED BULL - BORA - HANSGROHE,18490,1379,0,0,OBSERVED_FACT
3,106,M. MOHORIC,75,BAHRAIN VICTORIOUS,18490,1379,0,0,OBSERVED_FACT
3,107,E. COSTIOU,184,GROUPAMA-FDJ UNITED,18501,1390,0,0,OBSERVED_FACT
3,108,G. STEINHAUSER,46,EF EDUCATION - EASYPOST,18511,1400,0,0,OBSERVED_FACT
3,109,T. GUERNALEC,205,TOTALENERGIES,18511,1400,0,0,OBSERVED_FACT
3,110,J. RICKAERT,107,ALPECIN-PREMIER TECH,18515,1404,0,0,OBSERVED_FACT
3,111,A. ARANBURU,163,COFIDIS,18520,1409,0,0,OBSERVED_FACT
3,112,M. VALGREN,47,EF EDUCATION - EASYPOST,18520,1409,0,0,OBSERVED_FACT
3,113,M. FRIGO,134,NSN CYCLING TEAM,18527,1416,0,0,OBSERVED_FACT
3,114,W. BARGUIL,211,TEAM PICNIC POSTNL,18527,1416,0,0,OBSERVED_FACT
3,115,A. TURGIS,207,TOTALENERGIES,18531,1420,0,0,OBSERVED_FACT
3,116,F. VAN DEN BROEK,218,TEAM PICNIC POSTNL,18537,1426,0,0,OBSERVED_FACT
3,117,B. VAN MOER,177,PINARELLO-Q36.5 PRO CYCLING TEAM,18543,1432,0,0,OBSERVED_FACT
3,118,L. CRAPS,154,LOTTO INTERMARCHE,18543,1432,0,0,OBSERVED_FACT
3,119,M. WALKER,48,EF EDUCATION - EASYPOST,18543,1432,0,0,OBSERVED_FACT
3,120,K. NEILANDS,136,NSN CYCLING TEAM,18543,1432,0,0,OBSERVED_FACT
3,121,L. PLAPP,117,TEAM JAYCO ALULA,18548,1437,0,0,OBSERVED_FACT
3,122,B. THOMAS,168,COFIDIS,18564,1453,0,0,OBSERVED_FACT
3,123,J. TRATNIK,26,RED BULL - BORA - HANSGROHE,18564,1453,0,0,OBSERVED_FACT
3,124,E. PLANCKAERT,106,ALPECIN-PREMIER TECH,18568,1457,0,0,OBSERVED_FACT
3,125,M. VAN DER POEL,101,ALPECIN-PREMIER TECH,18568,1457,0,0,OBSERVED_FACT
3,126,J. PHILIPSEN,105,ALPECIN-PREMIER TECH,18568,1457,0,0,OBSERVED_FACT
3,127,X. AZPARREN IRURZUN,172,PINARELLO-Q36.5 PRO CYCLING TEAM,18568,1457,0,0,OBSERVED_FACT
3,128,D. HOOLE,54,DECATHLON CMA CGM TEAM,18579,1468,0,0,OBSERVED_FACT
3,129,M. PEDERSEN,33,LIDL-TREK,18579,1468,0,0,OBSERVED_FACT
3,130,M. HEßMANN,145,MOVISTAR TEAM,18579,1468,0,0,OBSERVED_FACT
3,131,J. NICOLAU,225,CAJA RURAL-SEGUROS RGA,18579,1468,0,0,OBSERVED_FACT
3,132,B. GIRMAY,131,NSN CYCLING TEAM,18581,1470,0,0,OBSERVED_FACT
3,133,M. KANTER,64,XDS ASTANA TEAM,18591,1480,0,0,OBSERVED_FACT
3,134,M. TRENTIN,197,TUDOR PRO CYCLING TEAM,18600,1489,0,0,OBSERVED_FACT
3,135,F. VERMEERSCH,6,UAE TEAM EMIRATES XRG,18633,1522,0,0,OBSERVED_FACT
3,136,S. WAERENSKJOLD,128,UNO-X MOBILITY,18682,1571,0,0,OBSERVED_FACT
3,137,N. VINOKUROV,68,XDS ASTANA TEAM,18731,1620,0,0,OBSERVED_FACT
3,138,A. KIRSCH,166,COFIDIS,18985,1874,0,0,OBSERVED_FACT
3,139,B. VEISTROFFER,157,LOTTO INTERMARCHE,19298,2187,0,0,OBSERVED_FACT
3,140,M. LOUVEL,135,NSN CYCLING TEAM,19298,2187,0,0,OBSERVED_FACT
3,141,J. ALAPHILIPPE,191,TUDOR PRO CYCLING TEAM,19298,2187,0,0,OBSERVED_FACT
3,142,T. VAN ASBROECK,138,NSN CYCLING TEAM,19298,2187,0,0,OBSERVED_FACT
3,143,A. MOLENAAR,224,CAJA RURAL-SEGUROS RGA,19298,2187,0,0,OBSERVED_FACT
3,144,J. DEGENKOLB,214,TEAM PICNIC POSTNL,19301,2190,0,0,OBSERVED_FACT
3,145,M. RICCITELLO,58,DECATHLON CMA CGM TEAM,19301,2190,0,0,OBSERVED_FACT
3,146,M. FRETIN,165,COFIDIS,19301,2190,0,0,OBSERVED_FACT
3,147,J. BIERMANS,164,COFIDIS,19301,2190,0,0,OBSERVED_FACT
3,148,P. BITTNER,213,TEAM PICNIC POSTNL,19301,2190,0,0,OBSERVED_FACT
3,149,N. MÄRKL,216,TEAM PICNIC POSTNL,19301,2190,0,0,OBSERVED_FACT
3,150,P. BAUHAUS,72,BAHRAIN VICTORIOUS,19301,2190,0,0,OBSERVED_FACT
3,151,P. ACKERMANN,112,TEAM JAYCO ALULA,19301,2190,0,0,OBSERVED_FACT
3,152,T. VAN DIJKE,27,RED BULL - BORA - HANSGROHE,19301,2190,0,0,OBSERVED_FACT
3,153,K. GRADEK,74,BAHRAIN VICTORIOUS,19301,2190,0,0,OBSERVED_FACT
3,154,T. MARSMAN,104,ALPECIN-PREMIER TECH,19301,2190,0,0,OBSERVED_FACT
3,155,B. VAN LERBERGHE,96,SOUDAL QUICK-STEP,19301,2190,0,0,OBSERVED_FACT
3,156,T. MERLIER,91,SOUDAL QUICK-STEP,19301,2190,0,0,OBSERVED_FACT
3,157,J. VAN DEN BERG,217,TEAM PICNIC POSTNL,19301,2190,0,0,OBSERVED_FACT
3,158,J. STEWART,137,NSN CYCLING TEAM,19301,2190,0,0,OBSERVED_FACT
3,159,O. KOOIJ,55,DECATHLON CMA CGM TEAM,19301,2190,0,0,OBSERVED_FACT
3,160,F. BIESTERBOS,212,TEAM PICNIC POSTNL,19301,2190,0,0,OBSERVED_FACT
3,161,F. GAVIRIA,221,CAJA RURAL-SEGUROS RGA,19301,2190,0,0,OBSERVED_FACT
3,162,C. BOL,53,DECATHLON CMA CGM TEAM,19301,2190,0,0,OBSERVED_FACT
3,163,E. AFFINI,12,TEAM VISMA | LEASE A BIKE,19301,2190,0,0,OBSERVED_FACT
3,164,P. ALLEGAERT,162,COFIDIS,19301,2190,0,0,OBSERVED_FACT
3,165,P. HAGENES,15,TEAM VISMA | LEASE A BIKE,19301,2190,0,0,OBSERVED_FACT
3,166,M. KWIATKOWSKI,86,NETCOMPANY INEOS CYCLING TEAM,19301,2190,0,0,OBSERVED_FACT
3,167,H. ARTZ,152,LOTTO INTERMARCHE,19301,2190,0,0,OBSERVED_FACT
3,168,A. JOHANNESSEN,125,UNO-X MOBILITY,19301,2190,0,0,OBSERVED_FACT
3,169,B. ARMIRAIL,13,TEAM VISMA | LEASE A BIKE,19301,2190,0,0,OBSERVED_FACT
3,170,L. ASKEY,132,NSN CYCLING TEAM,19301,2190,0,0,OBSERVED_FACT
3,171,T. FOSS,83,NETCOMPANY INEOS CYCLING TEAM,19301,2190,0,0,OBSERVED_FACT
3,172,D. GODON,85,NETCOMPANY INEOS CYCLING TEAM,19301,2190,0,0,OBSERVED_FACT
3,173,H. PAGE,167,COFIDIS,19301,2190,0,0,OBSERVED_FACT
